Kovats.on.DB5,Compound.Name,Source,Data.From
1179,1-terpinen-4-ol,Flavornet,experiment
1179,terpene-4-ol,Lucero 2009,experiment
1179,"benzene acetic acid, ethyl ester",Adams Essential Oil Components,experiment
1179,diethyl succinate,Adams Essential Oil Components,experiment
1179,"1,1-dimethoxy-octane",Adams Essential Oil Components,experiment
1180,ethenyl-ethylmethylpyrazine,Flavornet,experiment
1180,m-cymen-8-ol,Lucero 2009,experiment
1180,"Ethanethioic acid, S-(2-furanylmethyl) ester",Flavornet,estimate
1180,m-cymen-8-ol,Adams Essential Oil Components,experiment
1180,iso-pinocampheol,Adams Essential Oil Components,experiment
1180,iso-verbanol,Adams Essential Oil Components,experiment
1181,"Butanoic acid, 3-hexenyl ester, (Z)-",VOCbinbase,experiment
1181,epoxy-2-octenal,Flavornet,experiment
1181,ethyl-3(2-furyl)-propanoate,Adams Essential Oil Components,experiment
1181,lavandulol,Adams Essential Oil Components,experiment
1181,naphthalene,Adams Essential Oil Components,experiment
1181,santalone,Adams Essential Oil Components,experiment
1182,m-cymen-8-ol,Lucero 2009,experiment
1182,methylisoborneol,Flavornet,experiment
1182,allyl heptanoate,Adams Essential Oil Components,experiment
1182,Z-4-diethyl acetal heptenal,Adams Essential Oil Components,experiment
1183,dimethyloctadienal,Flavornet,estimate
1183,p-cymen-8-ol,Lucero 2009,experiment
1183,p-methyl-acetophenone,Lucero 2009,experiment
1183,p-methyl-Acetophenone,Adams Essential Oil Components,experiment
1183,p-Cymen-8-ol,Adams Essential Oil Components,experiment
1183,iso-menthol,Adams Essential Oil Components,experiment
1183,2-methoxy-3-(2-methylpropyl)-pyrazine,Adams Essential Oil Components,experiment
1184,3-decanone,VOCbinbase,experiment
1184,p-cymen-8-ol,Lucero 2009,experiment
1184,p-cymen-8-ol,Lucero 2009,experiment
1184,p-cymen-8-ol,Lucero 2009,experiment
1184,cis-pinocarveol,Adams Essential Oil Components,experiment
1184,thuj-3-en-10-al,Adams Essential Oil Components,experiment
1185,"(1R,2R,5R)-2-isopropyl-5-methyl-cyclohexanol",VOCbinbase,experiment
1185,cryptone,Lucero 2009,experiment
1185,ethyl benzoate,Flavornet,experiment
1185,hexyl butanoate,Flavornet,estimate
1185,neo-verbanol,Adams Essential Oil Components,experiment
1186,(Z)-3-hexenyl butyrate,Lucero 2009,experiment
1186,2-(2-butoxyethoxy)ethanol,VOCbinbase,experiment
1186,isobutylmethoxypyrazine,Flavornet,experiment
1186,lavandulol,Flavornet,estimate
1186,cryptone,Adams Essential Oil Components,experiment
1186,Z-3-hexenyl butanoate,Adams Essential Oil Components,experiment
1187,2-nonanol,Flavornet,estimate
1187,dill ether,Flavornet,experiment
1187,p-cymen-8-ol,Lucero 2009,experiment
1187,dill ether,Adams Essential Oil Components,experiment
1187,ethyl (E)-4-octenoate,Adams Essential Oil Components,experiment
1187,neoiso-menthol,Adams Essential Oil Components,experiment
1188,n-butyl n-hexanoate,Adams Essential Oil Components,experiment
1188,3-decanone,Adams Essential Oil Components,experiment
1189,α-Terpineol,Lucero 2009,experiment
1189,α-Terpineol,Lucero 2009,experiment
1189,"trans-p-mentha-1(7),8-dien-2-ol",Adams Essential Oil Components,experiment
1189,α-Terpineol,Adams Essential Oil Components,experiment
1190,α-Terpineol,Lucero 2009,experiment
1190,α-Terpineol,Lucero 2009,experiment
1190,α-Terpineol,Lucero 2009,experiment
1190,α-Terpineol,Lucero 2009,experiment
1190,2-decanone,VOCbinbase,experiment
1190,"Octanoic acid, ethyl ester",VOCbinbase,experiment
1190,dihydrocarveol,Flavornet,experiment
1190,"p-Cresol, 2-methoxy",Adams Essential Oil Components,experiment
1190,1-dodecene,Adams Essential Oil Components,experiment
1190,E-4-diethyl acetal heptenal,Adams Essential Oil Components,experiment
1190,neoiso-verbanol,Adams Essential Oil Components,experiment
1191,(Z)-3-hexenyl-2-methylbutanoate,Flavornet,experiment
1191,4-acetyltoluene,Flavornet,experiment
1191,2-allyl phenol,Adams Essential Oil Components,experiment
1191.2134163241,methyl salicylate,Lucero 2009,experiment
1192,butyl hexanoate,Flavornet,estimate
1192,methyl salicylate,Lucero 2009,experiment
1192,o-cresol,Flavornet,estimate
1192,"Pyridine, 2-pentyl-",Flavornet,experiment
1192,2-decanone,Adams Essential Oil Components,experiment
1192,methyl salicylate,Adams Essential Oil Components,experiment
1193,abhexone,Flavornet,experiment
1193,cis-dihydro carvone,Adams Essential Oil Components,experiment
1193,hexyl butanoate,Adams Essential Oil Components,experiment
1194,cis-piperitol,Lucero 2009,experiment
1194,myrtenol,Lucero 2009,experiment
1194,1-Nitro-2-phenylethane,Flavornet,estimate
1194,cis-4-Decenal,Adams Essential Oil Components,experiment
1194,dihydro carveol,Adams Essential Oil Components,experiment
1194,neo-dihydro carveol,Adams Essential Oil Components,experiment
1194,E-2-hexenyl butanoate,Adams Essential Oil Components,experiment
1194,1-phenyl ethyl acetate,Adams Essential Oil Components,experiment
1195,(Z)-dihydrocarvone,Flavornet,experiment
1195,2-(4-methylphenyl)-1-propanol,VOCbinbase,experiment
1195,alpha-terpineol,Flavornet,experiment
1195.8946078431,methyl salicylate,marie standards,experiment
1196,"(E,Z)-2,4-nonadienal",Flavornet,experiment
1196,methylchavicol,Lucero 2009,experiment
1196,m-anisaldehyde,Adams Essential Oil Components,experiment
1196,dihydro citronellol,Adams Essential Oil Components,experiment
1196,cis-p-menthan-2-one,Adams Essential Oil Components,experiment
1196,methyl chavicol,Adams Essential Oil Components,experiment
1196,myrtenal,Adams Essential Oil Components,experiment
1196,myrtenol,Adams Essential Oil Components,experiment
1196,cis-piperitol,Adams Essential Oil Components,experiment
1197,carveol,Flavornet,experiment
1197,3-decanol,Adams Essential Oil Components,experiment
1197,"4-Decenal, (E)-",Adams Essential Oil Components,experiment
1197,ethyl octanoate,Adams Essential Oil Components,experiment
1197,safranal,Adams Essential Oil Components,experiment
1198,ethyl octanoate,Flavornet,experiment
1198,methyl-α-cyclogeranate,Adams Essential Oil Components,experiment
1198,shisofuran,Adams Essential Oil Components,experiment
1198,verbanol,Adams Essential Oil Components,experiment
1199,neoisomenthol,Flavornet,estimate
1199,γ-Terpineol,Adams Essential Oil Components,experiment
1200,(Z)-4-decenal,Flavornet,experiment
1200,"2,4-nonadienal",Flavornet,experiment
1200,dodecane,Flavornet,experiment
1200,estragole,Flavornet,experiment
1200,n-dodecane,Adams Essential Oil Components,experiment
1200,"Ethyl 4-octenoate, (Z)-",Adams Essential Oil Components,experiment
1200,trans-p-menthan-2-one,Adams Essential Oil Components,experiment
1201,trans-dihydro carvone,Adams Essential Oil Components,experiment
1202,(E)-dihydrocarvone,Flavornet,experiment
1202,ethyl octenoate,Flavornet,estimate
1202,n-decanal,Adams Essential Oil Components,experiment
1202,elsholtzia ketone,Adams Essential Oil Components,experiment
1203,6-decenal,Flavornet,experiment
1203,6-decenal,Flavornet,experiment
1203,"norbornene-2-methanol acetate, exo-5-",Adams Essential Oil Components,experiment
1203.7479300977,n-decanal ,Lucero 2009,experiment
1204,acetic acid octyl ester,VOCbinbase,experiment
1204,n-decanal ,Lucero 2009,experiment
1205,methyl salicylate,VOCbinbase,experiment
1205,verbenone,Lucero 2009,experiment
1205,"cymen-9-ol, p-",Adams Essential Oil Components,experiment
1205,verbenone,Adams Essential Oil Components,experiment
1206,cis-Sabinene hydrate acetate,VOCbinbase,experiment
1206,verbenone,Lucero 2009,experiment
1207,decanal,VOCbinbase,experiment
1207,verbenone,Lucero 2009,experiment
1208,3-methylthio-1-hexanol,Adams Essential Oil Components,experiment
1208,trans-piperitol,Adams Essential Oil Components,experiment
1209,decanal,Flavornet,experiment
1209,"norbornene-2-methanol acetate, endo-5-",Adams Essential Oil Components,experiment
1212,linalool oxide,Flavornet,estimate
1212,"(E,E)-2,4-nonadienal",Adams Essential Oil Components,experiment
1212.9966329966,verbenone,marie standards,experiment
1214,isodihydrocarveol,Flavornet,experiment
1214,naphthalene,Flavornet,estimate
1214,octanol acetate,Adams Essential Oil Components,experiment
1215,isobutyric acid,Flavornet,estimate
1215,iso-dihydro carveol,Adams Essential Oil Components,experiment
1215,trans-pulegol,Adams Essential Oil Components,experiment
1216,dihydro myrcenol acetate,Adams Essential Oil Components,experiment
1216,fraganol,Adams Essential Oil Components,experiment
1216,linalyl formate,Adams Essential Oil Components,experiment
1217,(E)-carveol,Flavornet,experiment
1217,"2,4-nonadienal",Flavornet,experiment
1217,trans-carveol,Lucero 2009,experiment
1217,trans-carveol,Lucero 2009,experiment
1217,trans-carveol,Adams Essential Oil Components,experiment
1218,4-methylene-isophorone,Adams Essential Oil Components,experiment
1219,trans-carveol,Lucero 2009,experiment
1219,Z-cinnamaldehyde,Adams Essential Oil Components,experiment
1220,(Z)-piperitol,Flavornet,estimate
1220,methyl nonanoate,VOCbinbase,experiment
1220,Dehydroelsholtzia ketone,Adams Essential Oil Components,experiment
1220,endo-fenchyl acetate,Adams Essential Oil Components,experiment
1221,cis-sabinene hydrate acetate,Adams Essential Oil Components,experiment
1222,"2,3-dimethyl-Benzofuran",Adams Essential Oil Components,experiment
1223,linalyl formate,Flavornet,estimate
1224,cumin aldehyde,Flavornet,experiment
1224,methyl nonanoate,Flavornet,estimate
1225.1178451179,nerol,marie standards,experiment
1226,"3,7-dimethyl-6-octen-1-ol",VOCbinbase,experiment
1226,citronellol,Adams Essential Oil Components,experiment
1227,Methyl nonanoate,Adams Essential Oil Components,experiment
1228,diethyl malonate,Flavornet,estimate
1228,syntexan,Flavornet,estimate
1229,(E)-2-propan-2-yloct-3-enoate,VOCbinbase,experiment
1229,(Z)-carveol,Flavornet,experiment
1229,Furfuryl methyl disulfide,Flavornet,estimate
1229,nerol,Lucero 2009,experiment
1229,cis-carveol,Adams Essential Oil Components,experiment
1229,neo-iso-Dihydrocarveol,Adams Essential Oil Components,experiment
1229,Z-ocimenone,Adams Essential Oil Components,experiment
1229,cis-pulegol,Adams Essential Oil Components,experiment
1230,cis-carveol,Lucero 2009,experiment
1230,nerol,Adams Essential Oil Components,experiment
1231,cis-carveol,Lucero 2009,experiment
1231,nor-davanone,Adams Essential Oil Components,experiment
1231,"cis-p-mentha-1(7),8-dien-2-ol",Adams Essential Oil Components,experiment
1232,dimethyl tetrasulfide,Flavornet,experiment
1233,"2,6,6-trimethyl-1-cyclohexenecarboxaldehyde",VOCbinbase,experiment
1233,citronellol,Flavornet,experiment
1233,myrtenal,Flavornet,estimate
1233,nerol,Flavornet,experiment
1233,piperitol,Flavornet,estimate
1233,exo-fenchyl acetate,Adams Essential Oil Components,experiment
1234,methyl salicylate,Flavornet,estimate
1234,tetrahydro-linalyl acetate,Adams Essential Oil Components,experiment
1235,epoxy-p-menthene,Flavornet,experiment
1235,"thymol, methyl ether",Adams Essential Oil Components,experiment
1236,thymol methyl ether,Lucero 2009,experiment
1236,n-hexyl 2-methyl butanoate,Adams Essential Oil Components,experiment
1236,"5-acetyl-2,4-dimethyl-thiazole",Adams Essential Oil Components,experiment
1237,Ascaridole,Adams Essential Oil Components,experiment
1237,pulegone,Adams Essential Oil Components,experiment
1238,cis-ascaridole,Lucero 2009,experiment
1238,trans-chrysanthenyl acetate,Adams Essential Oil Components,experiment
1238,neral,Adams Essential Oil Components,experiment
1238,E-ocimenone,Adams Essential Oil Components,experiment
1239,"Butanoic acid, 2-methyl-, hexyl ester",Flavornet,estimate
1239,isobornyl formate,Adams Essential Oil Components,experiment
1240,benzothiazole,Flavornet,experiment
1240,cumin aldehyde,Lucero 2009,experiment
1240,cuminaldehyde,Lucero 2009,experiment
1242,carvone,Lucero 2009,experiment
1242,o-Anisaldehyde,Adams Essential Oil Components,experiment
1242,cumin aldehyde,Adams Essential Oil Components,experiment
1242,nojigiku acetate,Adams Essential Oil Components,experiment
1243,carvone,Lucero 2009,experiment
1243,phenyl cyanide,Flavornet,estimate
1243,carvone,Adams Essential Oil Components,experiment
1244,3-mercaptohexyl-acetate,Flavornet,estimate
1244,carvone,Lucero 2009,experiment
1244,hexyl isovalerate,Adams Essential Oil Components,experiment
1245,"Benzeneacetic acid, ethyl ester",Lucero 2009,experiment
1245,isobornyl formate,Flavornet,estimate
1245,piperitone,Flavornet,experiment
1245,"carvacrol, methyl ether",Adams Essential Oil Components,experiment
1245,Z-2-hexenyl isovalerate,Adams Essential Oil Components,experiment
1247,"2,6-Octadienal, 3,7-dimethyl-, (Z)-",VOCbinbase,experiment
1247,neral,Flavornet,experiment
1247,"benzene acetic acid, methyl ester",Adams Essential Oil Components,experiment
1247,carvotanacetone,Adams Essential Oil Components,experiment
1247,E-2-hexenyl isovalerate,Adams Essential Oil Components,experiment
1248,"5H-5-Methyl-6,7-dihydrocyclopentapyrazine",Flavornet,estimate
1249,Linalyl acetate,VOCbinbase,experiment
1249,chavicol,Flavornet,experiment
1249,Ethyl (E)-2-octenoate,Adams Essential Oil Components,experiment
1249,perilla ketone,Adams Essential Oil Components,experiment
1250,2-decenal,Flavornet,experiment
1250,2-decenal,Flavornet,experiment
1250,β-Cyclocitral,Flavornet,estimate
1250,p-Anisaldehyde,Adams Essential Oil Components,experiment
1250,chavicol,Adams Essential Oil Components,experiment
1250,heptyl isobutanoate,Adams Essential Oil Components,experiment
1250,isogeijerene C,Adams Essential Oil Components,experiment
1250,trans-2-hydroxy pinocamphone,Adams Essential Oil Components,experiment
1250.2356902357,geraniol,marie standards,experiment
1252,(R)-linden ether,Flavornet,experiment
1252,ethyl phenylacetate,Flavornet,experiment
1252,hydrocinnamic alcohol,Flavornet,experiment
1252,thymoquinone,Adams Essential Oil Components,experiment
1253,"2,6-Octadien-1-ol, 3,7-dimethyl-, (E)-",VOCbinbase,experiment
1253,DL-carvone,Flavornet,experiment
1253,"3-methylnonane-2,4-dione",Flavornet,experiment
1253,piperitone,Lucero 2009,experiment
1253,Z-Anethole,Adams Essential Oil Components,experiment
1253,p-Anisaldehyde dimethyl acetal,Adams Essential Oil Components,experiment
1253,butyrophenone,Adams Essential Oil Components,experiment
1253,geraniol,Adams Essential Oil Components,experiment
1253,piperitone,Adams Essential Oil Components,experiment
1254,(-)-carvone,Flavornet,experiment
1254,citral,Flavornet,estimate
1254,isogeraniol,Flavornet,estimate
1254,piperitone,Lucero 2009,experiment
1254,cis-myrtanol,Adams Essential Oil Components,experiment
1254,cis-piperitone epoxide,Adams Essential Oil Components,experiment
1255,(+)-carvone,Flavornet,experiment
1256,bornyl formate,Flavornet,estimate
1256,geraniol,Lucero 2009,experiment
1256,trans-piperitone oxide,Adams Essential Oil Components,experiment
1256,trans-sabinene hydrate acetate,Adams Essential Oil Components,experiment
1257,linalyl acetate,Adams Essential Oil Components,experiment
1258,p-anisyl alcohol,Flavornet,estimate
1258,sulfurol,Flavornet,estimate
1258,carvenone,Adams Essential Oil Components,experiment
1258,2-phenyl ethyl acetate,Adams Essential Oil Components,experiment
1259,(Z)-4-Decen-1-ol,Adams Essential Oil Components,experiment
1260,2-methyl-5-(1-methylethenyl)-1-cyclohex-2-enone,VOCbinbase,experiment
1260,β-Phenethyl acetate,Flavornet,experiment
1260,benzyl propanoate,Adams Essential Oil Components,experiment
1261,γ-Octalactone,Flavornet,experiment
1261,linalyl acetate,Flavornet,experiment
1261,methyl citronellate,Adams Essential Oil Components,experiment
1261,trans-myrtanol,Adams Essential Oil Components,experiment
1261.9872864698,(E)-2-decenal ,Lucero 2009,experiment
1262,(E)-2-decenal,Lucero 2009,experiment
1262,2-decenal,Flavornet,experiment
1262,nonanoic acid,VOCbinbase,experiment
1262,phenylacetic acid,Flavornet,experiment
1262,Z-cinnamyl alcohol,Adams Essential Oil Components,experiment
1262,"4-Decen-1-ol, (E)-",Adams Essential Oil Components,experiment
1263,(E)-2-decenal,Lucero 2009,experiment
1263,phenethyl acetate,VOCbinbase,experiment
1263,decanol,Flavornet,experiment
1263,p-anisaldehyde,Flavornet,experiment
1263,cis-carvone oxide,Adams Essential Oil Components,experiment
1264,"2-Decenal, (E)-",Adams Essential Oil Components,experiment
1265,cis-chrysanthenyl acetate,Adams Essential Oil Components,experiment
1265,Guaiaol acetate,Adams Essential Oil Components,experiment
1266,dec-9-en-1-ol,Adams Essential Oil Components,experiment
1267,Ambersage,Adams Essential Oil Components,experiment
1267,geranial,Adams Essential Oil Components,experiment
1267,o-(prop-1-enyl)phenol,Adams Essential Oil Components,experiment
1269,trans-Ascaridol glycol,Adams Essential Oil Components,experiment
1269.0235690236,citral,marie standards,experiment
1270,E-cinnamaldehyde,Adams Essential Oil Components,experiment
1270,n-decanol,Adams Essential Oil Components,experiment
1270,ethyl salicylate,Adams Essential Oil Components,experiment
1270,iso-3-thujyl acetate,Adams Essential Oil Components,experiment
1271,geranial,Lucero 2009,experiment
1271,perilla aldehyde,Flavornet,experiment
1271,"2-Decen-1-ol, (E)-",Adams Essential Oil Components,experiment
1271,Tetrahydrolavandulyl acetate,Adams Essential Oil Components,experiment
1271,nonanoic acid,Adams Essential Oil Components,experiment
1272,furfuryl pentanoate,Adams Essential Oil Components,experiment
1272,perilla aldehyde,Adams Essential Oil Components,experiment
1273,cis-Ethyl chrysanthemate,Adams Essential Oil Components,experiment
1274,p-menth-1-en-7-al,Lucero 2009,experiment
1274,citronellyl formate,Adams Essential Oil Components,experiment
1274,neo-menthyl acetate,Adams Essential Oil Components,experiment
1275,Geranial,VOCbinbase,experiment
1275,isopulegyl acetate,Flavornet,estimate
1275,nonanoic acid,Flavornet,experiment
1275,dihydro-linalyl acetate,Adams Essential Oil Components,experiment
1276,benzoic acid,Flavornet,estimate
1276,geraniol,Flavornet,experiment
1276,trans-carvone oxide,Adams Essential Oil Components,experiment
1276,p-menth-1-en-7-al,Adams Essential Oil Components,experiment
1276,neo-3-thujyl acetate,Adams Essential Oil Components,experiment
1277,p-Acetylethylbenzene,VOCbinbase,experiment
1277,geranial,Flavornet,experiment
1277,trans-carvone oxide,Lucero 2009,experiment
1277,neo-isopulegyl acetate,Adams Essential Oil Components,experiment
1277,cis-thio rose oxide,Adams Essential Oil Components,experiment
1278,isopulegyl acetate,Adams Essential Oil Components,experiment
1279,"2,3-dichlorobenzaldehyde",VOCbinbase,experiment
1279,epoxy-2-nonenal,Flavornet,experiment
1279,octanoic acid,Flavornet,experiment
1279,trans-ethyl chrysanthemumate,Adams Essential Oil Components,experiment
1280,safrole,Flavornet,experiment
1280,"nonanal, dimethyl acetal",Adams Essential Oil Components,experiment
1280,nopol,Adams Essential Oil Components,experiment
1281,p-anisyl alcohol,Adams Essential Oil Components,experiment
1282,α-Terpinen-7-al,Lucero 2009,experiment
1282,3-Methoxybenzyl alcohol,Adams Essential Oil Components,experiment
1282,p-ethyl acetophenone,Adams Essential Oil Components,experiment
1282,neryl formate,Adams Essential Oil Components,experiment
1283,(E)-cinnamaldehyde,Flavornet,experiment
1283,Lavandulyl acetate,VOCbinbase,experiment
1283,1-p-menthene-8-thiol,Flavornet,experiment
1283,2-ethyl menthone,Adams Essential Oil Components,experiment
1283,methyl nerolate,Adams Essential Oil Components,experiment
1283,cis-verbenyl acetate,Adams Essential Oil Components,experiment
1284,"2,4-decadienal",Flavornet,estimate
1284,cuminic alcohol,Flavornet,experiment
1284,ethyl-2-octynoate,Adams Essential Oil Components,experiment
1284,neoiso-3-thujyl acetate,Adams Essential Oil Components,experiment
1285,E-Anethole,Adams Essential Oil Components,experiment
1285,iso-isopulegyl acetate,Adams Essential Oil Components,experiment
1285,α-Terpinen-7-al,Adams Essential Oil Components,experiment
1286,borneol acetate,Lucero 2009,experiment
1286,isobornyl acetate,Adams Essential Oil Components,experiment
1287,4-ethylguaiacol,Flavornet,experiment
1287,p-cymen-7-ol,Lucero 2009,experiment
1287,pregeijerene,Adams Essential Oil Components,experiment
1287,safrole,Adams Essential Oil Components,experiment
1287.0033670034,anisyl-alcohol,marie standards,experiment
1288,5-octanolide,Flavornet,experiment
1288,hydroxy citronellal,Adams Essential Oil Components,experiment
1289,2-Methylquinoxaline,Flavornet,estimate
1289,p-cymen-7-ol,Lucero 2009,experiment
1289,bornyl acetate,Adams Essential Oil Components,experiment
1289,2-ethyl-endo-fenchol,Adams Essential Oil Components,experiment
1289,trans-Linalool oxide acetate (pyranoid),Adams Essential Oil Components,experiment
1290,"cyclopent-2-en-1-one, 2-pentyl",Adams Essential Oil Components,experiment
1290,lavandulyl acetate,Adams Essential Oil Components,experiment
1290,limonen-10-ol,Adams Essential Oil Components,experiment
1290,thymol,Adams Essential Oil Components,experiment
1291,undecanaldehyde,Flavornet,experiment
1291,o-Acetanisole,Adams Essential Oil Components,experiment
1291,butyl heptanoate,Adams Essential Oil Components,experiment
1291,p-Cymen-7-ol,Adams Essential Oil Components,experiment
1291,indole,Adams Essential Oil Components,experiment
1291,trans-sabinyl acetate,Adams Essential Oil Components,experiment
1291,γ-Terpinen-7-al,Adams Essential Oil Components,experiment
1292,indole,Flavornet,experiment
1292,thymol,Lucero 2009,experiment
1292,1-tridecene,Adams Essential Oil Components,experiment
1293,"1,3-p-menthadien-7-al",Flavornet,experiment
1293,trans-Verbenyl acetate,VOCbinbase,experiment
1293,"(E,Z)-2,4-Decadienal",Adams Essential Oil Components,experiment
1293,trans-verbenyl acetate,Adams Essential Oil Components,experiment
1294,2-undecanone,Adams Essential Oil Components,experiment
1295,2-ethyl isomethone,Adams Essential Oil Components,experiment
1295,p-menth-1-en-9-ol,Adams Essential Oil Components,experiment
1295,menthyl acetate,Adams Essential Oil Components,experiment
1295,perilla alcohol,Adams Essential Oil Components,experiment
1295,1-nitro-2-phenyl ethane,Adams Essential Oil Components,experiment
1295,trans-thio rose oxide,Adams Essential Oil Components,experiment
1296,undecanone,Flavornet,experiment
1296,3-thujyl acetate,Adams Essential Oil Components,experiment
1297,"2,4-Decadienal, (E,E)-",Flavornet,experiment
1297,perilla alcohol,Lucero 2009,experiment
1297.3063973064,indole,marie standards,experiment
1298,carvacrol,Lucero 2009,experiment
1298,3'-methoxy-Acetophenone,Adams Essential Oil Components,experiment
1298,Azulene,Adams Essential Oil Components,experiment
1298,benzyl isobutanoate,Adams Essential Oil Components,experiment
1298,"carvacrol, ethyl ether",Adams Essential Oil Components,experiment
1298,2-ethyl-exo-fenchol,Adams Essential Oil Components,experiment
1298,geranyl formate,Adams Essential Oil Components,experiment
1298,trans-pinocarvyl acetate,Adams Essential Oil Components,experiment
1299,carvacrol,Lucero 2009,experiment
1299,dihydroterpinyl acetate,Flavornet,estimate
1299,Butyrolactone,Flavornet,estimate
1299,m-Acetanisole,Adams Essential Oil Components,experiment
1299,carquejol acetate,Adams Essential Oil Components,experiment
1299,carvacrol,Adams Essential Oil Components,experiment
1300,cis-β-Farnesene,Flavornet,estimate
1300,(2-methyl-5-propan-2-yl-3-bicyclo[3.1.0]hexanyl) acetate,VOCbinbase,experiment
1300,tridecane,VOCbinbase,experiment
1300,carvacrol,Lucero 2009,experiment
1300,safranal,Flavornet,estimate
1300,tridecane,Flavornet,experiment
1300,Z-methyl cinnamate,Adams Essential Oil Components,experiment
1300,4-Terinen-4-ol acetate,Adams Essential Oil Components,experiment
1300,n-tridecane,Adams Essential Oil Components,experiment
1300,undec-10-en-1-al,Adams Essential Oil Components,experiment
1301,methyl geranate,Flavornet,estimate
1301,trans-dihydro-α-terpinyl acetate,Adams Essential Oil Components,experiment
1302,(2-tert-butylcyclohexyl) acetate,VOCbinbase,experiment
1302,nonyl acetate,Flavornet,experiment
1302,trans-ascaridole,Lucero 2009,experiment
1303,iso-Ascaridole,Adams Essential Oil Components,experiment
1303,Dehydroelsholtzia ketone,Adams Essential Oil Components,experiment
1303,o-vanillin,Adams Essential Oil Components,experiment
1304,E-cinnamyl alcohol,Adams Essential Oil Components,experiment
1305,iso-menthyl acetate,Adams Essential Oil Components,experiment
1306,"(2E,4E)-deca-2,4-dienal",VOCbinbase,experiment
1306,undecanal,Lucero 2009,experiment
1307,ethyl undecanoate,Flavornet,estimate
1307,dihydro carveol acetate,Adams Essential Oil Components,experiment
1307,neo-dihydro carveol acetate,Adams Essential Oil Components,experiment
1307,undecanal,Adams Essential Oil Components,experiment
1309,o-aminoacetophenone,Flavornet,experiment
1310,"N,N-dibutylformamide",VOCbinbase,experiment
1310,iso-verbanol acetate,Adams Essential Oil Components,experiment
1311,6-hydroxycarvotanacetone,Adams Essential Oil Components,experiment
1311,isoamyl benzyl ether,Adams Essential Oil Components,experiment
1311,veloutone,Adams Essential Oil Components,experiment
1312,cinnamyl alcohol,Flavornet,experiment
1312,"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-",Flavornet,estimate
1312,n-nonanyl acetate,Adams Essential Oil Components,experiment
1312,cis-pinocarvyl acetate,Adams Essential Oil Components,experiment
1312,sesamol,Adams Essential Oil Components,experiment
1313,undecanal,VOCbinbase,experiment
1313,Neo-iso-Isopulegol acetate,Adams Essential Oil Components,experiment
1313,Undec-9-en-1-al,Adams Essential Oil Components,experiment
1313.9816664011,"2E,4E-decadienal",Lucero 2009,experiment
1314,"cyclohexanol acetate, cis-2-tert-butyl",Adams Essential Oil Components,experiment
1315,"2,3,4-trimethyl benzaldehyde",Adams Essential Oil Components,experiment
1316,4-hydroxy-crypton,Adams Essential Oil Components,experiment
1317,"2,4-Decadienal, (E,E)-",Flavornet,experiment
1317,"2,4-Decadienal, (E,E)-",Adams Essential Oil Components,experiment
1318,dimethoxy-Z-citral,Adams Essential Oil Components,experiment
1318,cis-dihydro-α-terpinyl acetate,Adams Essential Oil Components,experiment
1319,perillaldehyde,Flavornet,estimate
1319,"cycloisolongifol-5-ol, cis",Adams Essential Oil Components,experiment
1319,Didehydro-cycloisolongifolene,Adams Essential Oil Components,experiment
1319,patchenol,Adams Essential Oil Components,experiment
1320,"cis-2,3-pinanediol",Adams Essential Oil Components,experiment
1321,trans-3-Methyl-4-octanolide,Flavornet,experiment
1321,hydrocinnamic acid,Flavornet,estimate
1321,dihydrocitronellyl acetate,Adams Essential Oil Components,experiment
1321,"α,α-Dimethylphenethyl acetate",Adams Essential Oil Components,experiment
1321,neo-verbanol acetate,Adams Essential Oil Components,experiment
1323,4-hexanolide,Flavornet,experiment
1323,p-vinylguaiacol,Flavornet,experiment
1324,methyl decanoate,Flavornet,estimate
1324,Undec-9-en-1-al,Adams Essential Oil Components,experiment
1325,methyl decanoate,VOCbinbase,experiment
1325,methyl geranate,Adams Essential Oil Components,experiment
1326,trans-Geranic acid methyl ester,VOCbinbase,experiment
1326,methyl decanoate,Adams Essential Oil Components,experiment
1327,"p-mentha-1,8-dien-4-yl-hydroperoxide",Flavornet,experiment
1327,myrtenyl acetate,Adams Essential Oil Components,experiment
1327,phenylethyl oxyacetaldehyde,Adams Essential Oil Components,experiment
1328,[(E)-hex-3-enyl] (Z)-2-methylbut-2-enoate,VOCbinbase,experiment
1329,"Hexanoic acid, 3-hydroxy-, ethyl ester",Flavornet,estimate
1329,iso-dihydro carveol acetate,Adams Essential Oil Components,experiment
1329,Z-hasmigone,Adams Essential Oil Components,experiment
1329,isobutyl benzoate,Adams Essential Oil Components,experiment
1329,limonene aldehyde,Adams Essential Oil Components,experiment
1329,silphiperfol-5-ene,Adams Essential Oil Components,experiment
1330,dimethoxytoluene,Flavornet,estimate
1331,patchenol,Adams Essential Oil Components,experiment
1331,neoiso-verbanol acetate,Adams Essential Oil Components,experiment
1332,anisyl formate,Adams Essential Oil Components,experiment
1332,piperonal,Adams Essential Oil Components,experiment
1333,4-methylthiazole,Flavornet,estimate
1333,4-oxodecanal,Flavornet,experiment
1333,hexyl tiglate,Adams Essential Oil Components,experiment
1333,3-oxo-p-menth-1-en-7-al,Adams Essential Oil Components,experiment
1335,benzyl butanoate,Flavornet,estimate
1335,cis-piperitol acetate,Adams Essential Oil Components,experiment
1336,dihydrocarvyl acetate,Flavornet,estimate
