Kovats.on.DB5,Compound.Name,Source,Data.From
1665,4-Oxo-β-ionone,Flavornet,estimate
1666,β-Bisabolol,Flavornet,experiment
1666,methyl dihydroepijasmonate,Flavornet,estimate
1667,intermedeol,Adams Essential Oil Components,experiment
1667,lyral,Adams Essential Oil Components,experiment
1668,bulnesol,Lucero 2009,experiment
1668,bulnesol,Lucero 2009,experiment
1668,E-bisabol-11-ol,Adams Essential Oil Components,experiment
1668,E-citronellyl tiglate,Adams Essential Oil Components,experiment
1669,E-amyl cinnamaldehyde,Adams Essential Oil Components,experiment
1669,trans-calamenen-10-ol,Adams Essential Oil Components,experiment
1669,Z-coniferyl alcohol,Adams Essential Oil Components,experiment
1669,Z-3-hexenyl salicylate,Adams Essential Oil Components,experiment
1669,ar-tumerone,Adams Essential Oil Components,experiment
1670,methyl dihydroepijasmonate,VOCbinbase,experiment
1670,β-Atlantone,Adams Essential Oil Components,experiment
1670,14-hydroxy-9-epi-E-caryophyllene,Adams Essential Oil Components,experiment
1672,benzophenone,VOCbinbase,experiment
1672,butyl laurate,Flavornet,estimate
1672,β-Bisabolol,Lucero 2009,experiment
1672,epi- β-Bisabolol,Adams Essential Oil Components,experiment
1672,bulnesol,Adams Essential Oil Components,experiment
1673,(Z)-3-butylidene phthalide,Adams Essential Oil Components,experiment
1673,n-tetradecanol,Adams Essential Oil Components,experiment
1674,cadalene,Lucero 2009,experiment
1674,δ-Cadinol,Flavornet,estimate
1674,5-iso-cedranol,Adams Essential Oil Components,experiment
1675,methyl-epi-jasmonate,Lucero 2009,experiment
1675,β-Bisabolol,Adams Essential Oil Components,experiment
1675,helifolenol A,Adams Essential Oil Components,experiment
1675,8-hydroxy-isobutanoate,Adams Essential Oil Components,experiment
1675,"salicylic acid, hexyl ester",Adams Essential Oil Components,experiment
1675,Z-α-santalol,Adams Essential Oil Components,experiment
1675,valeranone,Adams Essential Oil Components,experiment
1676,α-Cadinol,Flavornet,experiment
1676,E-Asarone,Adams Essential Oil Components,experiment
1676,"8,9-epoxide cadalene",Adams Essential Oil Components,experiment
1677,Andro encecalinol,Adams Essential Oil Components,experiment
1677,cadalene,Adams Essential Oil Components,experiment
1678,apiole,Adams Essential Oil Components,experiment
1678,γ-Dodecalactone,Adams Essential Oil Components,experiment
1678,foeniculin,Adams Essential Oil Components,experiment
1678,"guaia-3,10(14)-dien-11-ol",Adams Essential Oil Components,experiment
1678,Z-nerolidol acetate,Adams Essential Oil Components,experiment
1678,occidenol,Adams Essential Oil Components,experiment
1679,helifolenol B,Adams Essential Oil Components,experiment
1679,Z-methyl epi-jasmonate,Adams Essential Oil Components,experiment
1680,khusinol,Adams Essential Oil Components,experiment
1681,elemol acetate,Adams Essential Oil Components,experiment
1682,α-Bisabolol,Lucero 2009,experiment
1682,helifolenol C,Adams Essential Oil Components,experiment
1682,helifolenol D,Adams Essential Oil Components,experiment
1682,ishwarone,Adams Essential Oil Components,experiment
1682,occidentalol acetate,Adams Essential Oil Components,experiment
1683,Methyl-trans-Dihydrojasmonate,Adams Essential Oil Components,experiment
1684,α-Bisabolol,Lucero 2009,experiment
1685,γ-Dodecalactone,Flavornet,experiment
1685,pantolactone,Flavornet,estimate
1685,epi-alpha-bisabolol,Adams Essential Oil Components,experiment
1685,Bisabolene oxide A,Adams Essential Oil Components,experiment
1685,5-neo-cedranol,Adams Essential Oil Components,experiment
1686,8-cedren-13-ol,Lucero 2009,experiment
1686,α-Bisabolol,Adams Essential Oil Components,experiment
1686,longiborneol acetate,Adams Essential Oil Components,experiment
1688,"Eudesma-4(15),7-dien-1β-ol",Adams Essential Oil Components,experiment
1689,zingiberenol,Flavornet,estimate
1689,8-cedren-13-ol,Adams Essential Oil Components,experiment
1689,cis-14-nor-muurol-5-en-4-one,Adams Essential Oil Components,experiment
1690,"2,6-dimethylnaphthalene",Flavornet,estimate
1690,Z-Apritone,Adams Essential Oil Components,experiment
1690,davanol acetate,Adams Essential Oil Components,experiment
1691,"Bergamotol, Z-α-trans-",Adams Essential Oil Components,experiment
1692,(E)-2-dodecen-1-ol,Flavornet,estimate
1692,tetradecan-1-ol,VOCbinbase,experiment
1693,7-heptadecene,Flavornet,estimate
1693,Acorenone,Adams Essential Oil Components,experiment
1693,junicedranol,Adams Essential Oil Components,experiment
1694,ethyl tetradecanoate,Flavornet,estimate
1694,(Z)-γ-Atlantone,Adams Essential Oil Components,experiment
1694,germacrone,Adams Essential Oil Components,experiment
1696,α-Caryophyllene alcohol,Flavornet,estimate
1696,β-farnesol,Flavornet,experiment
1696,geranyl tiglate,Adams Essential Oil Components,experiment
1697,zizanal,Adams Essential Oil Components,experiment
1698,Acorenone B,Adams Essential Oil Components,experiment
1699,deodarone,Adams Essential Oil Components,experiment
1700,"2-[(1S,2S)-2-amyl-3-keto-cyclopentyl]acetic acid methyl ester",VOCbinbase,experiment
1700,heptadecane,Flavornet,experiment
1700,methyl cinnamate,Flavornet,estimate
1700,eudesm-7(11)-en-4-ol,Adams Essential Oil Components,experiment
1700,n-heptadecane,Adams Essential Oil Components,experiment
1700,β-Sinensal,Adams Essential Oil Components,experiment
1701,caryophyllene acetate,Adams Essential Oil Components,experiment
1701,"(Z,E)-farnesol",Adams Essential Oil Components,experiment
1701,"(Z,E)-farnesyl acetate",Adams Essential Oil Components,experiment
1702,10-nor-calamenen-10-one,Adams Essential Oil Components,experiment
1702,sesquicineol-2-one,Adams Essential Oil Components,experiment
1703,epi-β-santalol,Adams Essential Oil Components,experiment
1705,diethyl malate,Flavornet,estimate
1705,δ-Dodecalactone,Adams Essential Oil Components,experiment
1706,β-Sinensal,Flavornet,experiment
1707,γ-(E)-Atlantone,Adams Essential Oil Components,experiment
1707,melaleucol,Adams Essential Oil Components,experiment
1707,2-propyl chromone,Adams Essential Oil Components,experiment
1709,E-Apritone,Adams Essential Oil Components,experiment
1710,mayurone,Adams Essential Oil Components,experiment
1711,heptadecane,VOCbinbase,experiment
1711,pentadecanal,Flavornet,estimate
1713,ar-Curcumen-15-al,Adams Essential Oil Components,experiment
1714,cedroxyde,Adams Essential Oil Components,experiment
1714,14-Hydroxy-α-humulene,Adams Essential Oil Components,experiment
1715,longifolol,Adams Essential Oil Components,experiment
1715,Z-nuciferal,Adams Essential Oil Components,experiment
1716,Z-β-santalol,Adams Essential Oil Components,experiment
1716.4835164835,farnesol,marie standards,experiment
1717,E-nerolidol acetate,Adams Essential Oil Components,experiment
1718,(Z)-α-Atlantone,Adams Essential Oil Components,experiment
1718,(E)-3-Butylidene phthalide,Adams Essential Oil Components,experiment
1718,curcupheno,Adams Essential Oil Components,experiment
1718,"(Z,Z)-farnesol",Adams Essential Oil Components,experiment
1719,β-Sinensal,VOCbinbase,experiment
1719,β-Davanone-2-ol,Adams Essential Oil Components,experiment
1721,δ-Dodecalactone,Flavornet,experiment
1721,"1-phenyl-hepta-1,3,5-triyne",Adams Essential Oil Components,experiment
1722,(E)-farnesol,Flavornet,experiment
1723,benzyl benzoate,Flavornet,experiment
1723,Celestolide,Adams Essential Oil Components,experiment
1724,methyl tetradecanoate,Adams Essential Oil Components,experiment
1725,cryptomerione,Adams Essential Oil Components,experiment
1725,"(E,E)-farnesol",Adams Essential Oil Components,experiment
1725,Z-nuciferol,Adams Essential Oil Components,experiment
1726,"(E,E)-farnesyl acetate",Adams Essential Oil Components,experiment
1726,E-nuciferol,Adams Essential Oil Components,experiment
1727,guaiol acetate,Adams Essential Oil Components,experiment
1727,methyl tetradecanoate,Adams Essential Oil Components,experiment
1727,tasmanone,Adams Essential Oil Components,experiment
1729,3-Methoxy-4-hydroxycinnamaldehyde,Adams Essential Oil Components,experiment
1729,E-nuciferal,Adams Essential Oil Components,experiment
1730,iso-longifolol,Adams Essential Oil Components,experiment
1732,chamazulene,Adams Essential Oil Components,experiment
1733,Sesquilavanduylyl acetate,Adams Essential Oil Components,experiment
1734,curcumenol,Adams Essential Oil Components,experiment
1734,zerumbone,Adams Essential Oil Components,experiment
1735,methyl tetradecanoate,VOCbinbase,experiment
1735,oplopanone,Lucero 2009,experiment
1735,coniferyl alcohol,Adams Essential Oil Components,experiment
1736,Z-ligustilide,Adams Essential Oil Components,experiment
1739.652014652,farnesal,marie standards,experiment
1740,oplopanone,Adams Essential Oil Components,experiment
1740,E-β-santalol,Adams Essential Oil Components,experiment
1741,E-isoamyl cinnamate,Adams Essential Oil Components,experiment
1741,mint sulfide,Adams Essential Oil Components,experiment
1741,E-sesquilavandulyl acetate,Adams Essential Oil Components,experiment
1742,"6R, 7R-Bisabolene",Adams Essential Oil Components,experiment
1743,7-methoxycoumarin,Flavornet,experiment
1743,"Cedr-8(15)-en-9-α-ol, acetate",Adams Essential Oil Components,experiment
1743,khusimol,Adams Essential Oil Components,experiment
1744,cis-dihydro-occidentalol acetate,Adams Essential Oil Components,experiment
1746,"(E,Z)-farnesol",Adams Essential Oil Components,experiment
1747,6S-7R-bisabolone,Lucero 2009,experiment
1748,8-α-11-Elemodiol,Adams Essential Oil Components,experiment
1748,α-oxobisabolene,Adams Essential Oil Components,experiment
1748,"selina-1,3,7(11)-trien-8-one epoxide",Adams Essential Oil Components,experiment
1749,ethyl-(E)-cinnamate,Flavornet,estimate
1749,Xanthorrhizol,Lucero 2009,experiment
1749,α-Bisabolol oxide A,Adams Essential Oil Components,experiment
1750,"6S, 7R-Bisabolene",Adams Essential Oil Components,experiment
1750,2-hexyl-E-cinnamaldehyde,Adams Essential Oil Components,experiment
1753,xanthorrhizol,Adams Essential Oil Components,experiment
1754,"(3E)-4-(2,3,6-trimethylphenyl)-3-buten-2-one",Flavornet,estimate
1754,viridiflorol,Flavornet,estimate
1757,α-Sinensal,Adams Essential Oil Components,experiment
1758,Ambroxide,Adams Essential Oil Components,experiment
1758,"Cinnamyl alcohol, α-pentyl-, acetate",Adams Essential Oil Components,experiment
1760,Benzyl benzoate,Adams Essential Oil Components,experiment
1761,benzyl-benzoate,Lucero 2009,experiment
1761,cyclocolorenone,Adams Essential Oil Components,experiment
1761,Z-lanceol,Adams Essential Oil Components,experiment
1762,β-Bisabolen-12-ol,Adams Essential Oil Components,experiment
1762,eupatoriochromene,Adams Essential Oil Components,experiment
1763,5-Ethyl-4-hydroxy-2-methyl-3(2H)-furanone,Flavornet,estimate
1763,Aristolone,Adams Essential Oil Components,experiment
1764,beta-Acoradienol,Adams Essential Oil Components,experiment
1766,bornyl benzoate,Flavornet,estimate
1767,drimenol,Adams Essential Oil Components,experiment
1768,γ-Curcumen-15-al,Adams Essential Oil Components,experiment
1769,cedryl acetate,Adams Essential Oil Components,experiment
1769,14-oxy-α-muurolene,Adams Essential Oil Components,experiment
1770,perhydrofarnesylacetone,Flavornet,estimate
1770,β-Bisabolenal,Adams Essential Oil Components,experiment
1771,Aromadendr-1(10)-en-9-one (squamulosone),Adams Essential Oil Components,experiment
1773,10-epi-γ-Eudesmol,Flavornet,estimate
1774,"(2E,6E,9E)-2,6,10-trimethyldodeca-2,6,9,11-tetraenal",VOCbinbase,experiment
1774,(Z)-2-Hexyl-cinnamaldehyde,Adams Essential Oil Components,experiment
1774,n-pentadecanol,Adams Essential Oil Components,experiment
1776,cedryl methyl ketone,Adams Essential Oil Components,experiment
1778,p-cresol octanoate,Adams Essential Oil Components,experiment
1778.021978022,benzyl-benzoate,marie standards,experiment
1779,(E)-α-Atlantone,Adams Essential Oil Components,experiment
1779,(Z)-α-Santalyl acetate,Adams Essential Oil Components,experiment
1780,14-hydroxy-α-muurolene,Adams Essential Oil Components,experiment
1781,guaiazulene,Adams Essential Oil Components,experiment
1784,γ-eudesmol acetate,Adams Essential Oil Components,experiment
1784,hinesol acetate,Adams Essential Oil Components,experiment
1786,butyl dodecanoate,Adams Essential Oil Components,experiment
1787,trans-dihydro-occidentalol acetate,Adams Essential Oil Components,experiment
1788,papuanone,Adams Essential Oil Components,experiment
1789,8-α-Acetoxyelemol,Lucero 2009,experiment
1789,8-cedren-13-ol,Adams Essential Oil Components,experiment
1790,β-Bisabolenol,Adams Essential Oil Components,experiment
1790,1-octadecene,Adams Essential Oil Components,experiment
1792,"β-Eudesmol, acetate",Adams Essential Oil Components,experiment
1793,8-alpha-Acetoxyelemol,Adams Essential Oil Components,experiment
1793,drimenone,Adams Essential Oil Components,experiment
1793,bicyclo-vetivenol,Adams Essential Oil Components,experiment
1794,pentadecan-1-ol,VOCbinbase,experiment
1795,(Z)- α-trans-Bergamotol acetate,Adams Essential Oil Components,experiment
1795,"Coumarin, 4-hydroxy-",Adams Essential Oil Components,experiment
1795,α-Eudesmol acetate,Adams Essential Oil Components,experiment
1796,ethyl tetradecanoate,Adams Essential Oil Components,experiment
1797,E-ligustilide,Adams Essential Oil Components,experiment
1798,4-propyl-guaiacol,Flavornet,estimate
1798,hexadecanone,Flavornet,estimate
1798,nootkatone,Lucero 2009,experiment
1798,"α-Bisabolol, acetate",Adams Essential Oil Components,experiment
1800,octadecane,Flavornet,experiment
1800,n-octadecane,Adams Essential Oil Components,experiment
1802,"epi-α-Bisabolol, acetate",Adams Essential Oil Components,experiment
1803,ethyl tetradecanoate,VOCbinbase,experiment
1803,"2,2-dimethyl-7-sec-butyl-2H, 5H-prano(4,3-b)-pyran-5-one",Adams Essential Oil Components,experiment
1804,Benzoin,Adams Essential Oil Components,experiment
1804,14-Hydroxy-δ-cadinene,Adams Essential Oil Components,experiment
1805,1-octadecene,VOCbinbase,experiment
1806,"epi-β-Santalol, acetate",Adams Essential Oil Components,experiment
1807,benzyl benzoate,VOCbinbase,experiment
1807,nootkatone,Adams Essential Oil Components,experiment
1807,2-ethylhexyl salicylate,Adams Essential Oil Components,experiment
1810,"2,2-dimethyl-7-isobutyl-2H-5H-pyrano(4,3-b)-pyran-5-one",Adams Essential Oil Components,experiment
1812,octadecane,VOCbinbase,experiment
1812,beta-chenopodiol,Adams Essential Oil Components,experiment
1813,palmitaldehyde,Flavornet,estimate
1813,iso-Acorone,Adams Essential Oil Components,experiment
1814,(-)-nootkatone,Flavornet,experiment
1814,(+)-nootkatone,Flavornet,experiment
1814,cryptomeridiol,Adams Essential Oil Components,experiment
1817,2-butyl chromone,Adams Essential Oil Components,experiment
1819,Z-β-santalol acetate,Adams Essential Oil Components,experiment
1820,Acorone,Adams Essential Oil Components,experiment
1820,iso-longifolol acetate,Adams Essential Oil Components,experiment
1821,Z-3-hexenyl anthranilate,Adams Essential Oil Components,experiment
1823,Diethyl 2-hydroxyglutarate,Flavornet,estimate
1823,β-vetivone,Adams Essential Oil Components,experiment
1824,khusinol acetate,Adams Essential Oil Components,experiment
1827,isopropyl tetradecanoate,Lucero 2009,experiment
1827,Avocadynofuran,Adams Essential Oil Components,experiment
1828,"Benzeneacetic acid, 3-methylphenyl ester",Adams Essential Oil Components,experiment
1830,isopropyl tetradecanoate,Adams Essential Oil Components,experiment
1831,Z-nuciferol acetate,Adams Essential Oil Components,experiment
1832,myristic acid isopropyl ester,VOCbinbase,experiment
1834,cyclopentadecanolide,Adams Essential Oil Components,experiment
1837,uncineol,Flavornet,estimate
1837,occidol,Adams Essential Oil Components,experiment
1838,7-hydroxy coumarin,Adams Essential Oil Components,experiment
1841,phenylethyl benzoate,Flavornet,experiment
1841,"eudesm-7(11)-en-4-ol, acetate",Adams Essential Oil Components,experiment
1841,o-methyl-α-pipitzol,Adams Essential Oil Components,experiment
1842,caffeine,Adams Essential Oil Components,experiment
1843,α-vetivone,Adams Essential Oil Components,experiment
1846,"2,7(14),10-bisabolatrien-1-ol-4-one",Adams Essential Oil Components,experiment
1846,isoamyl dodecanoate,Adams Essential Oil Components,experiment
1846,Z-ternine,Adams Essential Oil Components,experiment
1847,"Phenol, 4-ethyl-",Flavornet,estimate
1847,phenyl ethyl octanoate,Adams Essential Oil Components,experiment
1855,o-methyl-β-pipitzol,Adams Essential Oil Components,experiment
1856,Z-lanceol acetate,Adams Essential Oil Components,experiment
1857,α-Chenopodiol,Adams Essential Oil Components,experiment
1859,α-Calacorene,Flavornet,estimate
1866,benzyl salicylate,Adams Essential Oil Components,experiment
1867,flourensiadiol,Lucero 2009,experiment
1867,musk xylol,Adams Essential Oil Components,experiment
1868,encecalin,Adams Essential Oil Components,experiment
1869,E-β-santalol acetate,Adams Essential Oil Components,experiment
1870,cetyl alcohol,Flavornet,experiment
1870,hexadecanol,Flavornet,experiment
1870,flourensadiol,Adams Essential Oil Components,experiment
1876,n-hexadecanol,Adams Essential Oil Components,experiment
1878.8997268508,hexadecanol,Lucero 2009,experiment
1879,cubitene,Adams Essential Oil Components,experiment
1880,laurenene,Adams Essential Oil Components,experiment
1882,Z-3-hexenyl cinnamate,Adams Essential Oil Components,experiment
1882.7915869981,benzyl salicylate,marie standards,experiment
1888,oplopanonyl acetate,Adams Essential Oil Components,experiment
1890,"8S,14-cedranediol",Adams Essential Oil Components,experiment
1890,8-Isobutyryloxy isobornyl isobutyrate,Adams Essential Oil Components,experiment
1891,beta-chenopodiol-6-acetate,Adams Essential Oil Components,experiment
1893,γ-Carboethoxy-γ-butyrolactone,Flavornet,estimate
1894,1-hexadecanol,VOCbinbase,experiment
1894,catalponone,Adams Essential Oil Components,experiment
1896,eudesmol,Flavornet,estimate
1896,rimuene,Adams Essential Oil Components,experiment
1898,"8S,13-cedranediol",Adams Essential Oil Components,experiment
1900,nonadecane,Flavornet,experiment
1900,n-nonadecane,Adams Essential Oil Components,experiment
1902,ethyl hexadecanoate,Flavornet,estimate
1902,isoeugenol,Flavornet,estimate
1902,epi-laurenene,Adams Essential Oil Components,experiment
1906,"isopimara-9(11), 15-diene",Adams Essential Oil Components,experiment
1910,nonadecane,VOCbinbase,experiment
1914,Phenylethyl phenylacetate,Adams Essential Oil Components,experiment
1922,γ-Undecalactone,Flavornet,estimate
1922,methyl hexadecanoate,Adams Essential Oil Components,experiment
1923,totarene,Adams Essential Oil Components,experiment
1927.0645340935,methyl hexadecanoate,Lucero 2009,experiment
1928,carissone,Adams Essential Oil Components,experiment
1928,carissone,Adams Essential Oil Components,experiment
1930,musk ambrette,Adams Essential Oil Components,experiment
1932,beyerene,Adams Essential Oil Components,experiment
1932,dictamnine,Adams Essential Oil Components,experiment
1933,hexadecanoic acid methyl ester,VOCbinbase,experiment
1934,isohibaene,Adams Essential Oil Components,experiment
1934,"ent-rosa,5,15-diene",Adams Essential Oil Components,experiment
1935,"(E,E)-farnesyl acetate",Flavornet,estimate
1935,cyclohexadecanolide,Adams Essential Oil Components,experiment
1937,"2-(N-(2-methoxy-1-oxoethyl)-2,6-dimethylanilino)propanoic acid methyl ester",VOCbinbase,experiment
1939,cembrene,Adams Essential Oil Components,experiment
1940,11-Acetoxyeudesman-4-alpha-ol,Adams Essential Oil Components,experiment
1942,"(3E)-4-(2,3,6-trimethylphenyl)-3-buten-2-one",Flavornet,estimate
1943,phytol,Adams Essential Oil Components,experiment
1948,syringol,Flavornet,estimate
1948,isophytol,Adams Essential Oil Components,experiment
1949,3E-cembrene A,Adams Essential Oil Components,experiment
1950,pimaradiene,Adams Essential Oil Components,experiment
1960,nootkatin,Adams Essential Oil Components,experiment
1962,alpha-chenopodiol-6-acetate,Adams Essential Oil Components,experiment
1962,tetrahydro-rimuene,Adams Essential Oil Components,experiment
1967,hexadecanoic acid,VOCbinbase,experiment
1967,3Z-cembrene A,Adams Essential Oil Components,experiment
1967,isophyllocladene,Adams Essential Oil Components,experiment
1969,"sandaracopimara-8(14),15-diene",Adams Essential Oil Components,experiment
1974,dolabradiene,Adams Essential Oil Components,experiment
1974,occidol acetate,Adams Essential Oil Components,experiment
1975,sclarene,Adams Essential Oil Components,experiment
1978,bifloratriene,Adams Essential Oil Components,experiment
1982,7-hydroxy-4-methyl coumarin,Adams Essential Oil Components,experiment
1985,musk ketone,Adams Essential Oil Components,experiment
1988,1-eicosene,Adams Essential Oil Components,experiment
1989,epi-catalponol,Adams Essential Oil Components,experiment
1992,4-Methoxystilbene,Adams Essential Oil Components,experiment
1993,ethyl hexadecanoate,Adams Essential Oil Components,experiment
1998,kaur-15-ene,Adams Essential Oil Components,experiment
1998,manoyl oxide,Adams Essential Oil Components,experiment
1998,seselin,Adams Essential Oil Components,experiment
1999,eicosane,Lucero 2009,experiment
2000,eicosane,Flavornet,experiment
2000,n-eicosane,Adams Essential Oil Components,experiment
2001,13-epi-dolabradiene,Adams Essential Oil Components,experiment
2004,hexadecyl acetate,Adams Essential Oil Components,experiment
2005,eicosane,VOCbinbase,experiment
2010,diethyl tartrate,Flavornet,estimate
2010,isopropyl palmitate,Flavornet,estimate
2014,"7-hydroxy-4,8-dimethyl courmarin",Adams Essential Oil Components,experiment
2015,"(E,E)-farnesylacetone",Flavornet,estimate
2016,ethylene brassylate,Adams Essential Oil Components,experiment
2017,epi-13-manoyl oxide,Adams Essential Oil Components,experiment
2017,Phyllocladene,Adams Essential Oil Components,experiment
2023,"Abieta-8,12-diene",Adams Essential Oil Components,experiment
2024,(E)-isoeugenol,Flavornet,estimate
2024,Isopropyl palmitate,VOCbinbase,experiment
2024,catalponol,Adams Essential Oil Components,experiment
2024,warburganal,Adams Essential Oil Components,experiment
2025,isopropyl hexadecanoate,Adams Essential Oil Components,experiment
2035,iso-bergaptene,Adams Essential Oil Components,experiment
2036,(Z)-Falcarinol,Adams Essential Oil Components,experiment
2043,kaurene,Adams Essential Oil Components,experiment
2043,4-hydroxy stilbene,Adams Essential Oil Components,experiment
2046,canella,Adams Essential Oil Components,experiment
2052,Octadecanal,Flavornet,estimate
2057,Abietatriene,Adams Essential Oil Components,experiment
2057,bergaptene,Adams Essential Oil Components,experiment
2057,manool,Adams Essential Oil Components,experiment
2057,epi-13-manool,Adams Essential Oil Components,experiment
2073,Cyprodinil,VOCbinbase,experiment
2078,n-octadecanol,Adams Essential Oil Components,experiment
2079,4-vinylphenol,Flavornet,estimate
2082,methyl octadecenoate,Flavornet,estimate
2082,oleic acid,Flavornet,estimate
2085,hydroxycalamenene,Flavornet,estimate
2088,Abietadiene,Adams Essential Oil Components,experiment
2089,1-octadecanol,VOCbinbase,experiment
2092,benzyl cinnamate,Adams Essential Oil Components,experiment
2096,methyl linoleate,Adams Essential Oil Components,experiment
2099,heneicosane,Lucero 2009,experiment
2100,heneicosane,Flavornet,experiment
2100,n-heneicosane,Adams Essential Oil Components,experiment
2116,tetradecanol,Flavornet,estimate
2116,laurenan-2-one,Adams Essential Oil Components,experiment
2123,methyl octadecanoate,VOCbinbase,experiment
2125,methyl octadecanoate,Adams Essential Oil Components,experiment
2127,2-phenyl ethyl anthranilate,Adams Essential Oil Components,experiment
2128,phytol,Flavornet,estimate
2133,"2-(trichloromethylthio)isoindoline-1,3-quinone",VOCbinbase,experiment
2133,nezukol,Adams Essential Oil Components,experiment
2141,osthole,Adams Essential Oil Components,experiment
2153,oroselone,Adams Essential Oil Components,experiment
2154,"Abieta-8(14),13(15)-diene",Adams Essential Oil Components,experiment
2155,octadecanoic acid,VOCbinbase,experiment
2157,Osthole,VOCbinbase,experiment
2159,incensole,Adams Essential Oil Components,experiment
2164,5-oxymethylfurfurole,Flavornet,estimate
2169,lauric acid,Flavornet,estimate
2175,grandiflorene,Adams Essential Oil Components,experiment
2180,phenethyl cinnamate,Adams Essential Oil Components,experiment
2181,citronellyl anthranilate,Adams Essential Oil Components,experiment
2184,incensole acetate,Adams Essential Oil Components,experiment
2185,sandaracopimarinal,Adams Essential Oil Components,experiment
2190,1-docosene,Adams Essential Oil Components,experiment
2192,docosane,VOCbinbase,experiment
2194,1-docosene,Lucero 2009,experiment
2197,acetic acid octadecyl ester,VOCbinbase,experiment
2197,ethyl octadecanoate,Adams Essential Oil Components,experiment
2200,docosane,Flavornet,experiment
2200,catalpalactone,Adams Essential Oil Components,experiment
2200,n-docosane,Adams Essential Oil Components,experiment
2201,n-docosane,Lucero 2009,experiment
2204,α-Santonin,Adams Essential Oil Components,experiment
2208,"cis-totarol, methyl ether",Adams Essential Oil Components,experiment
2210,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",VOCbinbase,experiment
2210,octadecanol acetate,Adams Essential Oil Components,experiment
2210,phyllocladanol,Adams Essential Oil Components,experiment
2215,retene,Adams Essential Oil Components,experiment
2217,2-keto manoyl oxide,Adams Essential Oil Components,experiment
2218,phytol acetate,Adams Essential Oil Components,experiment
2219,"2-tert-butylimino-3-isopropyl-5-phenyl-1,3,5-thiadiazinan-4-one",VOCbinbase,experiment
2222,"Phenol, 2,6-dimethoxy-4-(2-propenyl)-",Flavornet,estimate
2223,sclareol,Adams Essential Oil Components,experiment
2232,stearyl alcohol,Flavornet,estimate
2232,methyl daniellate,Adams Essential Oil Components,experiment
2233,"3,5-dimethoxy stilbene",Adams Essential Oil Components,experiment
2238,isopimpinellin,Adams Essential Oil Components,experiment
2238,7α-hydroxymanool,Adams Essential Oil Components,experiment
2238,"trans-totarol, methyl ether",Adams Essential Oil Components,experiment
2250,methyl vanillate,Flavornet,estimate
2258,E-methyl communate,Adams Essential Oil Components,experiment
2264,ethyl vanillate,Flavornet,estimate
2266,larixol,Adams Essential Oil Components,experiment
2270,sandaracopimarinol,Adams Essential Oil Components,experiment
2275,dehydro-Abietal,Adams Essential Oil Components,experiment
2280,incensole oxide,Adams Essential Oil Components,experiment
2282,tricosane,VOCbinbase,experiment
2283,sempervirol,Adams Essential Oil Components,experiment
2292,acetovanillone,Flavornet,estimate
2299,4-epi-Abietal,Adams Essential Oil Components,experiment
2300,tricosane,Flavornet,experiment
2300,n-tricosane,Adams Essential Oil Components,experiment
2301,3- α-Hydroxy-manool,Adams Essential Oil Components,experiment
2302,3-Oxo-α-ionol,Flavornet,estimate
2302,tricosane,Lucero 2009,experiment
2307,eicosanoic acid methyl ester,VOCbinbase,experiment
2310,isopimarol,Adams Essential Oil Components,experiment
2313,"Abieta-7,13-dien-3-one",Adams Essential Oil Components,experiment
2314,Abietal,Adams Essential Oil Components,experiment
2314,trans-totarol,Adams Essential Oil Components,experiment
2325,"Podocarpa-6,13-diene, 13-isopropyl-",Adams Essential Oil Components,experiment
2332,trans-ferruginol,Adams Essential Oil Components,experiment
2338,"3-alpha-14,15-dihydro-manoyl oxide",Adams Essential Oil Components,experiment
2344,4-epi-Abietol,Adams Essential Oil Components,experiment
2360,3-alpha-acetoxy-manool,Adams Essential Oil Components,experiment
2364,trans-ferruginyl acetate,Adams Essential Oil Components,experiment
2369,dehydro-Abietol,Adams Essential Oil Components,experiment
2371,tetracosane,VOCbinbase,experiment
2371,cis-ferruginol,Adams Essential Oil Components,experiment
2387,"Phenol, 2,6-bis[[3-(1,1-dimethylethyl)-2-hydroxy-5-methylphenyl]methyl]-4-methyl-",Adams Essential Oil Components,experiment
2387,methyl strictate,Adams Essential Oil Components,experiment
2400,n-tetracosane,Adams Essential Oil Components,experiment
2402,Abietol,Adams Essential Oil Components,experiment
2403,tetracosane,Lucero 2009,experiment
2411,cis-ferruginyl acetate,Adams Essential Oil Components,experiment
2422,"(13E)-Labden-8,15-diol",Adams Essential Oil Components,experiment
2429,trans-totarol acetate,Adams Essential Oil Components,experiment
2446,7-α-hydroxy-trans-totarol,Adams Essential Oil Components,experiment
2457,6-keto-ferruginol,Adams Essential Oil Components,experiment
2464,hexacosane,VOCbinbase,experiment
2469,neo-Abietol,Adams Essential Oil Components,experiment
2492,methyl docosanoate,VOCbinbase,experiment
2500,n-pentacosane,Adams Essential Oil Components,experiment
2566,heptacosane,VOCbinbase,experiment
2676,nonacosane,VOCbinbase,experiment
2714,methyl tetracosanoate,VOCbinbase,experiment
2962,2-methylnonadecane,VOCbinbase,experiment
